driver_id,lap_number,lap_time,sector1_time,sector2_time,sector3_time,PitInTime,PitOutTime,grid_position,finish_position,conditions,temperature,humidity,tracktemperature,season,race_round,grand_prix
10,51.0,88.957,29.648,23.606,35.703,,,17.0,11.0,,,70.1,,2019,1,australian_grand_prix
10,52.0,88.745,30.17,23.616,34.959,,,17.0,11.0,,,70.1,,2019,1,australian_grand_prix
10,53.0,88.224,29.332,23.423,35.469,,,17.0,11.0,,,70.1,,2019,1,australian_grand_prix
10,54.0,87.981,29.471,23.579,34.931,,,17.0,11.0,,,70.1,,2019,1,australian_grand_prix
10,55.0,88.544,29.429,23.285,35.83,,,17.0,11.0,,,70.1,,2019,1,australian_grand_prix
10,56.0,89.108,29.979,23.913,35.216,,,17.0,11.0,,,70.1,,2019,1,australian_grand_prix
10,57.0,88.874,29.513,23.868,35.493,,,17.0,11.0,,,70.1,,2019,1,australian_grand_prix
11,1.0,102.296,,24.95,37.117,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,2.0,91.97,30.94,24.182,36.848,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,3.0,91.356,30.597,24.319,36.44,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,4.0,91.743,30.695,24.348,36.7,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,5.0,91.4,30.604,24.238,36.558,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,6.0,91.175,30.331,24.28,36.564,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,7.0,91.143,30.446,24.224,36.473,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,8.0,91.075,30.492,24.157,36.426,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,9.0,91.058,30.431,24.178,36.449,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,10.0,90.945,30.354,24.035,36.556,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,11.0,90.85,30.252,24.045,36.553,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,12.0,91.103,30.383,24.185,36.535,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,13.0,110.063,30.277,23.949,55.837,0 days 00:53:31.147000,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,14.0,94.939,35.962,23.484,35.493,,0 days 00:53:51.873000,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,15.0,89.916,30.225,24.091,35.6,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,16.0,89.675,29.864,23.869,35.942,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,17.0,90.215,30.413,23.849,35.953,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,18.0,89.801,30.214,23.811,35.776,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,19.0,89.935,30.048,23.802,36.085,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,20.0,90.02,30.17,23.83,36.02,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,21.0,89.481,29.985,23.72,35.776,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,22.0,90.554,30.322,24.218,36.014,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,23.0,90.759,30.421,24.19,36.148,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,24.0,90.364,30.165,24.138,36.061,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,25.0,90.696,30.063,24.242,36.391,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,26.0,91.849,30.407,24.7,36.742,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,27.0,89.691,30.221,23.885,35.585,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,28.0,89.365,29.993,23.651,35.721,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,29.0,89.835,30.094,23.856,35.885,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,30.0,89.609,29.858,23.843,35.908,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,31.0,89.686,30.04,23.966,35.68,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,32.0,89.037,29.788,23.595,35.654,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,33.0,89.162,29.932,23.73,35.5,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,34.0,89.016,29.72,23.836,35.46,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,35.0,89.381,30.096,23.834,35.451,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,36.0,88.808,29.724,23.666,35.418,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,37.0,89.264,30.006,23.859,35.399,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,38.0,91.415,31.748,23.993,35.674,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,39.0,89.176,29.731,23.84,35.605,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,40.0,88.732,29.787,23.605,35.34,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,41.0,88.485,29.605,23.565,35.315,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,42.0,88.688,29.61,23.733,35.345,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,43.0,88.664,29.627,23.667,35.37,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,44.0,88.939,29.961,23.661,35.317,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,45.0,88.738,29.543,23.604,35.591,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,46.0,88.834,29.716,23.741,35.377,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,47.0,89.781,29.869,24.142,35.77,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,48.0,88.928,29.722,23.668,35.538,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,49.0,89.246,29.746,23.829,35.671,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,50.0,90.191,30.331,23.995,35.865,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,51.0,92.162,30.349,24.888,36.925,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,52.0,91.98,31.404,24.381,36.195,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,53.0,90.966,30.411,24.373,36.182,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,54.0,90.95,30.322,24.472,36.156,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
