timestamp,speed,engine_rpm,gear,throttle_pct,brake_pressure,drs_active,driver_id,season,grand_prix
0 days 00:00:23.801000,229.01673320172708,10255.803412193536,7,0.8535571710584806,True,1,10,2019,Australian Grand Prix
0 days 00:00:23.972000,219.0,10459.0,6,3.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:24.100000,216.45273875161274,10866.561799741963,6,1.0895540637095509,False,1,10,2019,Australian Grand Prix
0 days 00:00:24.173000,215.0,11099.0,6,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:24.301000,202.2,10666.542857142857,6,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:24.453000,187.0,10153.0,5,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:24.601000,178.98333333333332,10238.716666666667,5,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:24.693000,174.0,10292.0,4,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:24.901000,164.46666666666667,10299.8,4,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:24.933000,163.0,10301.0,4,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:25.173000,153.0,10999.0,3,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:25.201000,151.71666666666667,10917.333333333334,3,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:25.413000,142.0,10299.0,3,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:25.501000,138.0597002379145,10575.258794430662,3,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:25.614000,133.0,10930.0,3,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:25.801000,122.04602428893074,10825.937230744841,3,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:25.853000,119.0,10797.0,2,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:26.093000,108.0,9665.0,2,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:26.101000,107.63333333333334,9626.2,2,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:26.333000,97.0,8501.0,2,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:26.401000,93.30125225874659,8281.63580703797,2,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:26.572000,84.0,7730.0,2,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:26.701000,82.3874976,7506.3996672,2,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:26.812000,81.0,7314.0,2,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:27.001000,78.17910430652724,6933.179081381176,2,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:27.013000,78.0,6909.0,2,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:27.253000,73.0,6469.0,2,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:27.301000,72.39748905572343,6398.506219519641,2,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:27.492000,70.0,6118.0,2,0.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:27.601000,68.18333013333333,6045.7873728,2,0.4541674666666667,False,1,10,2019,Australian Grand Prix
0 days 00:00:27.732000,66.0,5959.0,2,1.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:27.901000,64.79285577142858,5978.314307657143,2,5.828576914285715,False,1,10,2019,Australian Grand Prix
0 days 00:00:28.012000,64.0,5991.0,2,9.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:28.201000,64.0,6120.937632,2,16.0875072,False,1,10,2019,Australian Grand Prix
0 days 00:00:28.252000,64.0,6156.0,2,18.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:28.453000,68.0,6872.0,2,29.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:28.501000,68.6,6894.4,2,30.4,False,1,10,2019,Australian Grand Prix
0 days 00:00:28.693000,71.0,6984.0,2,36.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:28.801000,73.25,7231.95,2,42.75,False,1,10,2019,Australian Grand Prix
0 days 00:00:28.933000,76.0,7535.0,2,51.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:29.101000,83.0,8241.3,2,50.3,False,1,10,2019,Australian Grand Prix
0 days 00:00:29.173000,86.0,8544.0,2,50.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:29.401000,90.76987830885622,9087.766127209608,2,60.49373227948367,False,1,10,2019,Australian Grand Prix
0 days 00:00:29.412000,91.0,9114.0,2,61.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:29.652000,103.0,9986.0,2,70.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:29.701000,104.70647271819522,10144.45818097527,2,70.7313454506551,False,1,10,2019,Australian Grand Prix
0 days 00:00:29.853000,110.0,10636.0,2,73.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:30.001000,114.93333333333334,11650.416666666666,2,81.63333333333334,False,1,10,2019,Australian Grand Prix
0 days 00:00:30.093000,118.0,12281.0,2,87.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:30.301000,121.46666666666667,12229.866666666667,2,88.73333333333333,False,1,10,2019,Australian Grand Prix
0 days 00:00:30.333000,122.0,12222.0,2,89.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:30.573000,140.0,10745.0,3,89.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:30.601000,140.58333333333334,10663.45,3,78.61666666666667,False,1,10,2019,Australian Grand Prix
0 days 00:00:30.802000,144.770832,10078.0376864,3,4.079190400000005,False,1,10,2019,Australian Grand Prix
0 days 00:00:30.813000,145.0,10046.0,3,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:31.053000,133.0,9613.0,3,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:31.102000,132.5916672,9675.6790848,3,4.8999936,True,1,10,2019,Australian Grand Prix
0 days 00:00:31.293000,131.0,9920.0,3,24.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:31.401000,131.0,9635.6,3,13.200000000000001,False,1,10,2019,Australian Grand Prix
0 days 00:00:31.533000,131.0,9288.0,3,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:31.701000,126.8,9120.7,3,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:31.773000,125.0,9049.0,3,0.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:32.001000,123.1,8991.05,3,0.9500000000000001,False,1,10,2019,Australian Grand Prix
0 days 00:00:32.013000,123.0,8988.0,3,1.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:32.253000,121.0,8601.0,3,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:32.301000,120.0,8571.0,3,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:32.493000,116.0,8451.0,3,0.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:32.601000,115.46268639607925,8606.283631533097,3,4.298508831365996,False,1,10,2019,Australian Grand Prix
0 days 00:00:32.694000,115.0,8740.0,3,8.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:32.901000,115.0,8533.86610025343,3,1.0711294202833357,False,1,10,2019,Australian Grand Prix
0 days 00:00:32.933000,115.0,8502.0,3,0.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:33.173000,116.0,8702.0,3,20.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:33.201000,116.23333333333333,8723.35,3,23.266666666666666,False,1,10,2019,Australian Grand Prix
0 days 00:00:33.413000,118.0,8885.0,3,48.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:33.501000,119.47280453045384,9060.263739124008,3,49.104603397840386,False,1,10,2019,Australian Grand Prix
0 days 00:00:33.652000,122.0,9361.0,3,51.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:33.801000,126.44776267676401,9685.686675403773,3,58.412937794606684,False,1,10,2019,Australian Grand Prix
0 days 00:00:33.853000,128.0,9799.0,3,61.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:34.093000,133.0,10052.0,3,73.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:34.101000,133.23333333333332,10066.466666666667,3,73.23333333333333,False,1,10,2019,Australian Grand Prix
0 days 00:00:34.333000,140.0,10486.0,3,80.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:34.401000,143.6987477412534,10775.640400045844,3,81.42259528509747,False,1,10,2019,Australian Grand Prix
0 days 00:00:34.572000,153.0,11504.0,3,85.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:34.701000,156.7625056,12000.6507392,3,93.062512,False,1,10,2019,Australian Grand Prix
0 days 00:00:34.812000,160.0,12428.0,3,100.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:35.001000,168.6625088,11120.748672,3,100.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:35.052000,171.0,10768.0,4,100.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:35.253000,180.0,11235.0,4,100.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:35.301000,181.6,11317.8,4,100.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:35.493000,188.0,11649.0,4,100.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:35.601000,191.85714285714286,11700.3,4,100.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:35.773000,198.0,11782.0,4,100.0,False,1,10,2019,Australian Grand Prix
0 days 00:00:35.901000,201.2,10886.0,4,62.13333333333333,False,1,10,2019,Australian Grand Prix
0 days 00:00:36.013000,204.0,10102.0,5,29.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:36.201000,196.16666666666666,9832.533333333333,5,6.283333333333335,True,1,10,2019,Australian Grand Prix
0 days 00:00:36.253000,194.0,9758.0,5,0.0,True,1,10,2019,Australian Grand Prix
0 days 00:00:36.492000,186.0,10799.0,5,0.0,True,1,10,2019,Australian Grand Prix
